id,name
641,Tricó Tabla de Sumar Albariño
642,Tukma Gran Reserva Torrontés
643,Tukma Reserva Malbec
644,Tukma Reserva Torrontés
645,UFW Wine Training Booklet
646,Uruguay Deluxe Full Dozen
647,Uruguay Deluxe Half Dozen
648,Uruguay Finest Full Dozen
649,Uruguay Finest Half Dozen
650,Uruguay Mixed Full Dozen
651,Uruguay Mixed Half Dozen
652,Uruguay RED Full Dozen
653,Uruguay Water
654,Value Christmas Mixed Selection
655,Viña Haras de Pirque ALBIS Cabernet Sauvignon Carménère
656,Viña Haras de Pirque Equus Cabernet Sauvignon
657,Viña Haras de Pirque Equus Carménère
658,Viña Haras de Pirque Equus Sauvignon Blanc
659,Viña Haras de Pirque Haras Character Blend
660,Viña Haras de Pirque Haras Character Chardonnay
661,Viña Haras de Pirque Haras Character Syrah
662,Viña Haras de Pirque Haras Elegance Cabernet Sauvignon
663,Viña Quintay Clava Coastal Reserve Cabernet Sauvignon
664,Viña Quintay Clava Coastal Reserve Carménère
665,Viña Quintay Clava Coastal Reserve Carménère TASTE
666,Viña Quintay Clava Coastal Reserve Carménère TASTE 6-PACK
667,Viña Quintay Clava Coastal Reserve Chardonnay
668,Viña Quintay Clava Coastal Reserve Chardonnay 2010 TASTE
669,Viña Quintay Clava Coastal Reserve Chardonnay 2010 TASTE 6-PACK
670,Viña Quintay Clava Coastal Reserve Pinot Noir
671,Viña Quintay Clava Coastal Reserve Sauvignon Blanc
672,Viña Quintay Clava Coastal Reserve Syrah
673,Viña Quintay Q Gran Reserve Chardonnay
674,Viña Quintay Q Gran Reserve Pinot Noir
675,Viña Quintay Q Gran Reserve Pinot Noir Rosé
676,Viña Quintay Q Gran Reserve Sauvignon Blanc
677,Viña Quintay Q Gran Reserve Syrah
678,Viñedo de los Vientos Alcyone Dessert Tannat
679,Viñedo de los Vientos Alcyone Reserva Tannat de Grappa
680,Viñedo de los Vientos Angel's Cuvée Ripasso de Tannat
681,Viñedo de los Vientos Catarsis Cabernet Sauvignon Tannat 
682,Viñedo de los Vientos Eolo Gran Reserva Tannat Ruby Cabernet
683,Viñedo de los Vientos Estival White Blend 
684,Viñedo de los Vientos Tannat 
685,Vivanco Blanco
686,Vivanco Colección 4 Varietals Red Blend
687,Vivanco Colección Parcelas de Garnacha
688,Vivanco Colección Parcelas de Graciano
689,Vivanco Colección Parcelas de Mazuelo
690,Vivanco Selección de Familia Crianza Tempranillo
691,Vivanco Selección de Familia Reserva Tempranillo
692,Vivanco Tempranillo Garnacha Rosat
693,Vizcarra 15 Meses Tinto Fino
694,Vizcarra Celia Tinto Fino
695,Vizcarra Inés Tinto Fino
696,Vizcarra Senda del Oro Tinto Fino
697,Vizcarra Torralvo Tinto Fino
698,Warehouse Sale 12 - 17 LUC - $100LUC
699,Warehouse Sale 17 - 27 LUC - $150LUC
700,Warehouse Sale 27+ LUC - $250LUC
701,WET Exempt Record
702,WINE CLUB Winemaker's Selection $250 12 Pack
703,WINE CLUB Winemaker's Selection $250 6 Pack
704,WINE CLUB Winemaker's Selection $500 12 Pack
705,WINE CLUB Winemaker's Selection $500 6 Pack
706,Wine Map - Specify Country's in notes
707,"Wrong Product - ""UFW Mispick Account"""
708,Yzaguirre Sangría Mar y Sol (1000ml)
709,Yzaguirre Vermouth Clásico Blanco (1000ml)
710,Yzaguirre Vermouth Clásico Rojo (1000ml)
711,Yzaguirre Vermouth Clásico Rose (1000ml)
712,Yzaguirre Vermouth Rojo Reserva (1000ml)
713,Gift Wrapping
